LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Anne Arundel,03,32,002-004,UNAFFILIATED,139,69,6,2,474
Anne Arundel,03,32,002-005,DEMOCRAT,380,154,16,43,1115
Anne Arundel,03,32,002-005,GREEN,2,0,0,0,6
Anne Arundel,03,32,002-005,LIBERTARIAN,6,0,0,0,16
Anne Arundel,03,32,002-005,OTHER PARTIES,3,0,1,0,13
Anne Arundel,03,32,002-005,REPUBLICAN,213,63,4,7,521
Anne Arundel,03,32,002-005,UNAFFILIATED,134,31,3,10,481
Anne Arundel,03,32,002-006,DEMOCRAT,242,118,20,7,723
Anne Arundel,03,32,002-006,GREEN,1,0,0,0,4
Anne Arundel,03,32,002-006,LIBERTARIAN,2,1,0,0,14
Anne Arundel,03,32,002-006,OTHER PARTIES,5,0,0,0,8
Anne Arundel,03,32,002-006,REPUBLICAN,213,85,7,3,561
Anne Arundel,03,32,002-006,UNAFFILIATED,70,29,1,2,332
Anne Arundel,03,32,002-007,DEMOCRAT,470,226,37,24,1272
Anne Arundel,03,32,002-007,GREEN,3,1,0,0,4
Anne Arundel,03,32,002-007,LIBERTARIAN,4,3,0,0,14
Anne Arundel,03,32,002-007,OTHER PARTIES,3,2,0,0,10
Anne Arundel,03,32,002-007,REPUBLICAN,318,143,18,7,823
Anne Arundel,03,32,002-007,UNAFFILIATED,154,58,13,8,569
Anne Arundel,03,31A,002-008,DEMOCRAT,345,152,26,7,1020
Anne Arundel,03,31A,002-008,GREEN,1,0,0,0,4
Anne Arundel,03,31A,002-008,LIBERTARIAN,6,2,0,0,19
Anne Arundel,03,31A,002-008,OTHER PARTIES,1,0,1,0,7
Anne Arundel,03,31A,002-008,REPUBLICAN,363,121,6,5,919
Anne Arundel,03,31A,002-008,UNAFFILIATED,126,44,5,9,558
Anne Arundel,03,32,002-009,DEMOCRAT,428,206,28,26,1169
Anne Arundel,03,32,002-009,GREEN,1,0,0,0,3
Anne Arundel,03,32,002-009,LIBERTARIAN,8,2,0,0,15
Anne Arundel,03,32,002-009,OTHER PARTIES,1,3,0,0,12
Anne Arundel,03,32,002-009,REPUBLICAN,218,71,18,11,536
Anne Arundel,03,32,002-009,UNAFFILIATED,125,38,13,7,483
Anne Arundel,03,31B,002-010,DEMOCRAT,266,105,23,10,820
Anne Arundel,03,31B,002-010,GREEN,2,1,0,0,4
Anne Arundel,03,31B,002-010,LIBERTARIAN,3,1,0,0,21
Anne Arundel,03,31B,002-010,OTHER PARTIES,1,1,0,0,4
Anne Arundel,03,31B,002-010,REPUBLICAN,341,119,18,2,792
Anne Arundel,03,31B,002-010,UNAFFILIATED,129,21,4,1,479
Anne Arundel,03,32,002-011,DEMOCRAT,179,77,7,16,566
Anne Arundel,03,32,002-011,GREEN,2,0,0,0,6
Anne Arundel,03,32,002-011,LIBERTARIAN,6,2,0,0,17
Anne Arundel,03,32,002-011,OTHER PARTIES,3,1,0,0,5
Anne Arundel,03,32,002-011,REPUBLICAN,188,58,3,8,468
Anne Arundel,03,32,002-011,UNAFFILIATED,80,14,1,1,299
Anne Arundel,03,31A,002-012,DEMOCRAT,153,152,9,51,639
Anne Arundel,03,31A,002-012,GREEN,1,0,0,0,3
Anne Arundel,03,31A,002-012,LIBERTARIAN,3,1,0,0,12
Anne Arundel,03,31A,002-012,OTHER PARTIES,1,1,2,1,8
Anne Arundel,03,31A,002-012,REPUBLICAN,193,126,4,40,567
Anne Arundel,03,31A,002-012,UNAFFILIATED,66,43,1,22,370
Anne Arundel,04,32,002-013,DEMOCRAT,253,110,17,11,580
Anne Arundel,04,32,002-013,GREEN,2,1,0,0,5
Anne Arundel,04,32,002-013,LIBERTARIAN,2,0,0,0,5
Anne Arundel,04,32,002-013,OTHER PARTIES,1,2,0,0,5
Anne Arundel,04,32,002-013,REPUBLICAN,240,99,25,8,564
Anne Arundel,04,32,002-013,UNAFFILIATED,110,43,9,5,327
Anne Arundel,03,32,002-014,DEMOCRAT,581,238,27,38,1980
Anne Arundel,03,32,002-014,GREEN,3,0,3,0,14
Anne Arundel,03,32,002-014,LIBERTARIAN,0,0,0,0,10
Anne Arundel,03,32,002-014,OTHER PARTIES,1,0,2,0,18
Anne Arundel,03,32,002-014,REPUBLICAN,145,50,5,7,453
Anne Arundel,03,32,002-014,UNAFFILIATED,118,32,5,12,537
Anne Arundel,03,32,002-015,DEMOCRAT,444,278,28,24,1253
Anne Arundel,03,32,002-015,GREEN,2,0,0,0,6
Anne Arundel,03,32,002-015,LIBERTARIAN,9,1,0,1,18
Anne Arundel,03,32,002-015,OTHER PARTIES,1,1,1,0,9
Anne Arundel,03,32,002-015,REPUBLICAN,247,84,8,2,586
Anne Arundel,03,32,002-015,UNAFFILIATED,122,50,5,4,466
Anne Arundel,03,32,002-016,DEMOCRAT,169,93,17,4,566
Anne Arundel,03,32,002-016,GREEN,1,0,0,0,3
Anne Arundel,03,32,002-016,LIBERTARIAN,4,1,0,0,12
Anne Arundel,03,32,002-016,OTHER PARTIES,3,1,0,0,8
Anne Arundel,03,32,002-016,REPUBLICAN,196,95,13,3,549
Anne Arundel,03,32,002-016,UNAFFILIATED,71,21,7,0,327
Anne Arundel,03,32,002-017,DEMOCRAT,428,263,30,14,1556
Anne Arundel,03,32,002-017,GREEN,0,0,0,0,5
Anne Arundel,03,32,002-017,LIBERTARIAN,7,2,0,0,22
Anne Arundel,03,32,002-017,OTHER PARTIES,0,0,0,0,8
Anne Arundel,03,32,002-017,REPUBLICAN,120,63,10,1,487
Anne Arundel,03,32,002-017,UNAFFILIATED,126,48,5,1,522
Anne Arundel,04,32,002-018,DEMOCRAT,337,105,23,22,803
Anne Arundel,04,32,002-018,GREEN,1,0,0,0,1
Anne Arundel,04,32,002-018,LIBERTARIAN,9,2,0,2,24
Anne Arundel,04,32,002-018,OTHER PARTIES,1,1,1,1,7
Anne Arundel,04,32,002-018,REPUBLICAN,191,37,4,4,421
Anne Arundel,04,32,002-018,UNAFFILIATED,130,28,3,2,399
Anne Arundel,03,31A,002-019,DEMOCRAT,382,153,24,20,1321
Anne Arundel,03,31A,002-019,GREEN,2,0,0,0,7
Anne Arundel,03,31A,002-019,LIBERTARIAN,4,2,0,0,19
Anne Arundel,03,31A,002-019,OTHER PARTIES,3,0,0,0,12
Anne Arundel,03,31A,002-019,REPUBLICAN,153,72,10,4,516
Anne Arundel,03,31A,002-019,UNAFFILIATED,95,26,3,6,450
Anne Arundel,04,31B,002-020,DEMOCRAT,357,146,26,7,883
Anne Arundel,04,31B,002-020,GREEN,1,0,0,0,5
Anne Arundel,04,31B,002-020,LIBERTARIAN,7,1,0,0,19
Anne Arundel,04,31B,002-020,OTHER PARTIES,1,0,0,0,2
Anne Arundel,04,31B,002-020,REPUBLICAN,323,107,16,5,718
Anne Arundel,04,31B,002-020,UNAFFILIATED,140,34,6,3,445
Anne Arundel,04,33,002-021,DEMOCRAT,397,233,43,11,1032
Anne Arundel,04,33,002-021,GREEN,1,0,1,0,6
Anne Arundel,04,33,002-021,LIBERTARIAN,10,0,0,0,28
Anne Arundel,04,33,002-021,OTHER PARTIES,1,2,2,0,9
Anne Arundel,04,33,002-021,REPUBLICAN,605,239,16,12,1292
Anne Arundel,04,33,002-021,UNAFFILIATED,249,73,21,8,673
Anne Arundel,03,31B,002-022,DEMOCRAT,309,157,15,13,972
Anne Arundel,03,31B,002-022,GREEN,2,0,0,0,5
Anne Arundel,03,31B,002-022,LIBERTARIAN,10,0,0,0,19
Anne Arundel,03,31B,002-022,OTHER PARTIES,1,1,2,1,6
Anne Arundel,03,31B,002-022,REPUBLICAN,355,133,16,7,945
Anne Arundel,03,31B,002-022,UNAFFILIATED,171,30,5,7,581
Anne Arundel,03,33,002-023,DEMOCRAT,393,205,35,19,1009
Anne Arundel,03,33,002-023,GREEN,2,1,1,0,4
Anne Arundel,03,33,002-023,LIBERTARIAN,11,0,0,0,24
Anne Arundel,03,33,002-023,OTHER PARTIES,6,0,1,0,7
Anne Arundel,03,33,002-023,REPUBLICAN,365,128,22,11,863
Anne Arundel,03,33,002-023,UNAFFILIATED,247,59,2,4,663
Anne Arundel,03,33,002-024,DEMOCRAT,297,188,15,3,869
Anne Arundel,03,33,002-024,GREEN,1,0,0,0,3
Anne Arundel,03,33,002-024,LIBERTARIAN,2,1,1,0,12
Anne Arundel,03,33,002-024,OTHER PARTIES,0,0,0,0,2
Anne Arundel,03,33,002-024,REPUBLICAN,267,102,22,8,689
Anne Arundel,03,33,002-024,UNAFFILIATED,152,52,10,4,467
Anne Arundel,04,31B,003-001,DEMOCRAT,287,81,18,1,661
Anne Arundel,04,31B,003-001,GREEN,3,0,0,0,3
Anne Arundel,04,31B,003-001,LIBERTARIAN,4,2,0,0,17
Anne Arundel,04,31B,003-001,OTHER PARTIES,3,0,1,0,6
Anne Arundel,04,31B,003-001,REPUBLICAN,429,101,8,7,880
Anne Arundel,04,31B,003-001,UNAFFILIATED,138,28,4,0,428
Anne Arundel,03,31B,003-002,DEMOCRAT,178,61,23,3,493
Anne Arundel,03,31B,003-002,GREEN,0,0,0,0,1
Anne Arundel,03,31B,003-002,LIBERTARIAN,4,2,0,0,10
Anne Arundel,03,31B,003-002,OTHER PARTIES,1,1,1,0,8
Anne Arundel,03,31B,003-002,REPUBLICAN,271,61,12,4,563
Anne Arundel,03,31B,003-002,UNAFFILIATED,117,31,5,0,355
Anne Arundel,04,31B,003-003,DEMOCRAT,332,138,26,10,951
Anne Arundel,04,31B,003-003,GREEN,2,0,0,0,5
Anne Arundel,04,31B,003-003,LIBERTARIAN,9,3,0,0,30
Anne Arundel,04,31B,003-003,OTHER PARTIES,2,2,4,0,15
Anne Arundel,04,31B,003-003,REPUBLICAN,507,116,15,7,1181
Anne Arundel,04,31B,003-003,UNAFFILIATED,169,32,7,8,678
Anne Arundel,04,31B,003-004,DEMOCRAT,367,121,13,9,957
Anne Arundel,04,31B,003-004,GREEN,3,0,0,1,9
Anne Arundel,04,31B,003-004,LIBERTARIAN,10,3,2,0,31
Anne Arundel,04,31B,003-004,OTHER PARTIES,1,1,0,0,5
Anne Arundel,04,31B,003-004,REPUBLICAN,507,119,15,3,1159
Anne Arundel,04,31B,003-004,UNAFFILIATED,198,43,9,6,651
Anne Arundel,04,31B,003-005,DEMOCRAT,386,210,34,17,1018
Anne Arundel,04,31B,003-005,GREEN,0,0,0,0,3
Anne Arundel,04,31B,003-005,LIBERTARIAN,10,2,0,2,27
Anne Arundel,04,31B,003-005,OTHER PARTIES,4,2,2,0,12
Anne Arundel,04,31B,003-005,REPUBLICAN,491,164,19,23,1196
Anne Arundel,04,31B,003-005,UNAFFILIATED,184,56,12,15,603
Anne Arundel,03,31B,003-006,DEMOCRAT,1189,657,79,52,3137
Anne Arundel,03,31B,003-006,GREEN,3,0,1,0,12
Anne Arundel,03,31B,003-006,LIBERTARIAN,21,5,1,2,66
Anne Arundel,03,31B,003-006,OTHER PARTIES,8,3,1,1,35
Anne Arundel,03,31B,003-006,REPUBLICAN,946,317,44,20,2254
Anne Arundel,03,31B,003-006,UNAFFILIATED,420,185,36,18,1527
Anne Arundel,04,31B,003-007,DEMOCRAT,337,74,19,12,769
Anne Arundel,04,31B,003-007,GREEN,0,0,0,0,4
Anne Arundel,04,31B,003-007,LIBERTARIAN,2,1,0,0,17
Anne Arundel,04,31B,003-007,OTHER PARTIES,3,1,0,0,7
Anne Arundel,04,31B,003-007,REPUBLICAN,403,65,13,10,800
Anne Arundel,04,31B,003-007,UNAFFILIATED,149,25,9,8,460
Anne Arundel,03,31A,003-008,DEMOCRAT,474,251,29,21,1300
Anne Arundel,03,31A,003-008,GREEN,2,0,0,0,9
Anne Arundel,03,31A,003-008,LIBERTARIAN,8,1,0,0,20
Anne Arundel,03,31A,003-008,OTHER PARTIES,2,0,4,0,14
Anne Arundel,03,31A,003-008,REPUBLICAN,307,118,13,5,757
Anne Arundel,03,31A,003-008,UNAFFILIATED,135,58,7,5,563
Anne Arundel,04,31B,003-009,DEMOCRAT,146,42,14,1,336
Anne Arundel,04,31B,003-009,GREEN,0,0,0,0,1
Anne Arundel,04,31B,003-009,LIBERTARIAN,3,0,0,0,9
Anne Arundel,04,31B,003-009,OTHER PARTIES,2,1,0,0,5
Anne Arundel,04,31B,003-009,REPUBLICAN,249,60,3,1,482
Anne Arundel,04,31B,003-009,UNAFFILIATED,83,18,4,2,216
Anne Arundel,04,31B,003-010,DEMOCRAT,269,84,19,5,580
Anne Arundel,04,31B,003-010,GREEN,0,0,0,0,1
Anne Arundel,04,31B,003-010,LIBERTARIAN,4,1,0,1,11
Anne Arundel,04,31B,003-010,OTHER PARTIES,1,0,0,0,5
Anne Arundel,04,31B,003-010,REPUBLICAN,577,135,20,9,1151
Anne Arundel,04,31B,003-010,UNAFFILIATED,166,45,7,5,446
Anne Arundel,03,31B,003-011,DEMOCRAT,302,92,18,7,617
Anne Arundel,03,31B,003-011,GREEN,2,0,0,0,5
Anne Arundel,03,31B,003-011,LIBERTARIAN,7,1,0,0,18
Anne Arundel,03,31B,003-011,OTHER PARTIES,3,0,0,0,7
Anne Arundel,03,31B,003-011,REPUBLICAN,653,148,32,4,1177
Anne Arundel,03,31B,003-011,UNAFFILIATED,171,48,10,1,471
Anne Arundel,03,31B,003-012,DEMOCRAT,262,89,24,1,609
Anne Arundel,03,31B,003-012,GREEN,0,0,0,0,0
Anne Arundel,03,31B,003-012,LIBERTARIAN,5,3,2,0,14
Anne Arundel,03,31B,003-012,OTHER PARTIES,2,1,0,0,9
Anne Arundel,03,31B,003-012,REPUBLICAN,598,134,14,9,1111
Anne Arundel,03,31B,003-012,UNAFFILIATED,146,28,5,0,441
Anne Arundel,04,31B,003-013,DEMOCRAT,260,105,25,3,588
Anne Arundel,04,31B,003-013,GREEN,2,0,0,0,6
Anne Arundel,04,31B,003-013,LIBERTARIAN,13,0,0,0,23
Anne Arundel,04,31B,003-013,OTHER PARTIES,1,0,2,0,6
Anne Arundel,04,31B,003-013,REPUBLICAN,570,193,21,9,1179
Anne Arundel,04,31B,003-013,UNAFFILIATED,162,42,9,6,444
Anne Arundel,03,31B,003-014,DEMOCRAT,214,65,18,7,540
Anne Arundel,03,31B,003-014,GREEN,2,0,0,0,5
Anne Arundel,03,31B,003-014,LIBERTARIAN,5,3,0,0,13
Anne Arundel,03,31B,003-014,OTHER PARTIES,0,0,0,0,6
Anne Arundel,03,31B,003-014,REPUBLICAN,329,66,14,9,737
Anne Arundel,03,31B,003-014,UNAFFILIATED,97,16,2,0,344
Anne Arundel,03,31B,003-015,DEMOCRAT,181,63,28,5,402
Anne Arundel,03,31B,003-015,GREEN,0,1,0,0,2
Anne Arundel,03,31B,003-015,LIBERTARIAN,4,0,1,0,8
Anne Arundel,03,31B,003-015,OTHER PARTIES,0,0,0,1,5
Anne Arundel,03,31B,003-015,REPUBLICAN,457,90,28,5,825
Anne Arundel,03,31B,003-015,UNAFFILIATED,105,24,8,3,275
Anne Arundel,04,31B,003-016,DEMOCRAT,251,82,20,4,696
Anne Arundel,04,31B,003-016,GREEN,2,0,0,0,5
Anne Arundel,04,31B,003-016,LIBERTARIAN,10,0,0,0,18
Anne Arundel,04,31B,003-016,OTHER PARTIES,4,0,2,0,8
Anne Arundel,04,31B,003-016,REPUBLICAN,382,92,13,3,873
Anne Arundel,04,31B,003-016,UNAFFILIATED,161,42,6,5,509
Anne Arundel,04,31B,003-017,DEMOCRAT,238,94,13,8,595
Anne Arundel,04,31B,003-017,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-017,LIBERTARIAN,6,0,1,0,11
Anne Arundel,04,31B,003-017,OTHER PARTIES,1,1,1,0,8
Anne Arundel,04,31B,003-017,REPUBLICAN,507,120,17,16,967
Anne Arundel,04,31B,003-017,UNAFFILIATED,127,45,5,9,396
Anne Arundel,04,31B,003-018,DEMOCRAT,263,128,28,0,761
Anne Arundel,04,31B,003-018,GREEN,1,0,1,0,5
Anne Arundel,04,31B,003-018,LIBERTARIAN,5,2,0,0,19
Anne Arundel,04,31B,003-018,OTHER PARTIES,2,3,1,0,10
Anne Arundel,04,31B,003-018,REPUBLICAN,549,171,23,3,1253
Anne Arundel,04,31B,003-018,UNAFFILIATED,121,37,11,5,495
Anne Arundel,03,31B,003-019,DEMOCRAT,241,57,16,1,529
Anne Arundel,03,31B,003-019,GREEN,0,0,0,0,2
Anne Arundel,03,31B,003-019,LIBERTARIAN,8,1,0,0,18
Anne Arundel,03,31B,003-019,OTHER PARTIES,1,2,2,0,10
Anne Arundel,03,31B,003-019,REPUBLICAN,534,110,20,5,1045
Anne Arundel,03,31B,003-019,UNAFFILIATED,145,31,6,2,404
Anne Arundel,03,31B,003-020,DEMOCRAT,232,54,16,3,514
Anne Arundel,03,31B,003-020,GREEN,1,0,0,0,5
Anne Arundel,03,31B,003-020,LIBERTARIAN,2,0,0,0,5
Anne Arundel,03,31B,003-020,OTHER PARTIES,0,1,0,0,3
Anne Arundel,03,31B,003-020,REPUBLICAN,428,90,10,10,821
Anne Arundel,03,31B,003-020,UNAFFILIATED,117,23,4,3,326
Anne Arundel,04,31B,003-021,DEMOCRAT,332,138,18,5,882
Anne Arundel,04,31B,003-021,GREEN,1,0,0,0,6
Anne Arundel,04,31B,003-021,LIBERTARIAN,8,1,0,1,20
Anne Arundel,04,31B,003-021,OTHER PARTIES,3,0,0,0,8
Anne Arundel,04,31B,003-021,REPUBLICAN,398,121,10,7,1012
Anne Arundel,04,31B,003-021,UNAFFILIATED,168,47,5,3,606
Anne Arundel,04,31B,003-022,DEMOCRAT,229,134,12,7,640
Anne Arundel,04,31B,003-022,GREEN,1,0,1,0,3
Anne Arundel,04,31B,003-022,LIBERTARIAN,5,1,0,0,10
Anne Arundel,04,31B,003-022,OTHER PARTIES,2,1,0,0,3
Anne Arundel,04,31B,003-022,REPUBLICAN,378,92,7,8,744
Anne Arundel,04,31B,003-022,UNAFFILIATED,107,35,2,7,342
Anne Arundel,04,31B,003-023,DEMOCRAT,257,92,17,3,551
Anne Arundel,04,31B,003-023,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-023,LIBERTARIAN,10,2,0,0,18
Anne Arundel,04,31B,003-023,OTHER PARTIES,0,1,0,0,4
Anne Arundel,04,31B,003-023,REPUBLICAN,363,116,24,7,770
Anne Arundel,04,31B,003-023,UNAFFILIATED,135,28,4,9,313
Anne Arundel,03,31B,003-024,DEMOCRAT,360,94,20,16,844
Anne Arundel,03,31B,003-024,GREEN,2,0,0,0,7
Anne Arundel,03,31B,003-024,LIBERTARIAN,11,5,0,0,22
Anne Arundel,03,31B,003-024,OTHER PARTIES,4,2,0,0,10
Anne Arundel,03,31B,003-024,REPUBLICAN,412,103,15,14,899
Anne Arundel,03,31B,003-024,UNAFFILIATED,169,33,14,7,577
Anne Arundel,03,31A,003-025,DEMOCRAT,341,173,19,16,1011
Anne Arundel,03,31A,003-025,GREEN,1,0,0,0,2
Anne Arundel,03,31A,003-025,LIBERTARIAN,6,0,0,0,14
Anne Arundel,03,31A,003-025,OTHER PARTIES,2,0,1,0,6
Anne Arundel,03,31A,003-025,REPUBLICAN,184,84,5,7,506
Anne Arundel,03,31A,003-025,UNAFFILIATED,97,29,6,9,367
Anne Arundel,03,32,004-001,DEMOCRAT,560,124,23,21,1267
Anne Arundel,03,32,004-001,GREEN,1,0,0,0,4
Anne Arundel,03,32,004-001,LIBERTARIAN,5,0,0,1,17
Anne Arundel,03,32,004-001,OTHER PARTIES,3,0,0,0,8
Anne Arundel,03,32,004-001,REPUBLICAN,131,22,2,3,319
Anne Arundel,03,32,004-001,UNAFFILIATED,129,27,6,7,409
Anne Arundel,03,21,004-002,DEMOCRAT,431,263,23,28,1196
Anne Arundel,03,21,004-002,GREEN,1,1,0,0,6
Anne Arundel,03,21,004-002,LIBERTARIAN,10,1,0,0,21
Anne Arundel,03,21,004-002,OTHER PARTIES,2,0,4,0,11
Anne Arundel,03,21,004-002,REPUBLICAN,284,127,25,12,746
Anne Arundel,03,21,004-002,UNAFFILIATED,242,103,17,6,719
Anne Arundel,04,21,004-003,DEMOCRAT,267,135,24,5,670
Anne Arundel,04,21,004-003,GREEN,2,0,0,0,4
Anne Arundel,04,21,004-003,LIBERTARIAN,4,1,0,0,15
Anne Arundel,04,21,004-003,OTHER PARTIES,2,1,1,0,9
Anne Arundel,04,21,004-003,REPUBLICAN,345,87,18,4,715
Anne Arundel,04,21,004-003,UNAFFILIATED,147,59,11,3,452
Anne Arundel,04,33,004-004,DEMOCRAT,259,206,53,8,720
Anne Arundel,04,33,004-004,GREEN,1,0,0,0,2
Anne Arundel,04,33,004-004,LIBERTARIAN,10,4,1,1,24
Anne Arundel,04,33,004-004,OTHER PARTIES,1,1,3,0,7
Anne Arundel,04,33,004-004,REPUBLICAN,506,166,24,4,1010
Anne Arundel,04,33,004-004,UNAFFILIATED,172,47,9,3,410
Anne Arundel,03,21,004-005,DEMOCRAT,236,173,24,10,628
Anne Arundel,03,21,004-005,GREEN,0,0,0,0,1
Anne Arundel,03,21,004-005,LIBERTARIAN,4,2,0,0,7
Anne Arundel,03,21,004-005,OTHER PARTIES,2,0,0,0,5
Anne Arundel,03,21,004-005,REPUBLICAN,152,75,6,2,397
Anne Arundel,03,21,004-005,UNAFFILIATED,109,49,14,4,352
Anne Arundel,03,32,004-006,DEMOCRAT,869,343,57,34,2021
Anne Arundel,03,32,004-006,GREEN,1,1,0,0,4
Anne Arundel,03,32,004-006,LIBERTARIAN,7,0,0,1,16
Anne Arundel,03,32,004-006,OTHER PARTIES,1,0,1,0,10
Anne Arundel,03,32,004-006,REPUBLICAN,78,29,7,1,223
Anne Arundel,03,32,004-006,UNAFFILIATED,164,76,11,8,516
Anne Arundel,02,32,004-007,DEMOCRAT,472,326,48,39,1526
Anne Arundel,02,32,004-007,GREEN,2,0,0,0,8
Anne Arundel,02,32,004-007,LIBERTARIAN,8,1,1,2,42
Anne Arundel,02,32,004-007,OTHER PARTIES,3,2,1,0,14
Anne Arundel,02,32,004-007,REPUBLICAN,138,53,18,6,573
Anne Arundel,02,32,004-007,UNAFFILIATED,199,61,26,10,755
Anne Arundel,04,21,004-008,DEMOCRAT,276,182,45,9,773
Anne Arundel,04,21,004-008,GREEN,4,0,0,0,6
Anne Arundel,04,21,004-008,LIBERTARIAN,3,1,0,0,11
Anne Arundel,04,21,004-008,OTHER PARTIES,1,1,4,1,8
Anne Arundel,04,21,004-008,REPUBLICAN,353,109,31,3,768
Anne Arundel,04,21,004-008,UNAFFILIATED,150,58,15,4,463
Anne Arundel,02,32,004-009,DEMOCRAT,918,359,58,38,1987
Anne Arundel,02,32,004-009,GREEN,3,0,0,0,6
Anne Arundel,02,32,004-009,LIBERTARIAN,4,0,0,0,10
Anne Arundel,02,32,004-009,OTHER PARTIES,1,2,1,0,9
Anne Arundel,02,32,004-009,REPUBLICAN,149,62,23,4,379
Anne Arundel,02,32,004-009,UNAFFILIATED,237,74,19,12,641
Anne Arundel,05,33,004-010,DEMOCRAT,69,171,28,3,330
Anne Arundel,05,33,004-010,GREEN,0,0,0,0,1
Anne Arundel,05,33,004-010,LIBERTARIAN,1,0,0,0,1
Anne Arundel,05,33,004-010,OTHER PARTIES,3,1,2,0,6
Anne Arundel,05,33,004-010,REPUBLICAN,77,90,12,2,245
Anne Arundel,05,33,004-010,UNAFFILIATED,47,41,3,1,123
Anne Arundel,03,21,004-011,DEMOCRAT,314,169,26,17,926
Anne Arundel,03,21,004-011,GREEN,0,1,0,2,4
Anne Arundel,03,21,004-011,LIBERTARIAN,8,0,0,0,10
Anne Arundel,03,21,004-011,OTHER PARTIES,0,0,0,0,3
Anne Arundel,03,21,004-011,REPUBLICAN,192,53,7,9,437
Anne Arundel,03,21,004-011,UNAFFILIATED,117,44,9,2,431
Anne Arundel,03,21,004-012,DEMOCRAT,231,208,32,6,809
Anne Arundel,03,21,004-012,GREEN,0,0,1,0,5
Anne Arundel,03,21,004-012,LIBERTARIAN,7,0,0,0,15
Anne Arundel,03,21,004-012,OTHER PARTIES,2,1,0,0,8
Anne Arundel,03,21,004-012,REPUBLICAN,204,113,18,3,587
Anne Arundel,03,21,004-012,UNAFFILIATED,133,55,10,5,468
Anne Arundel,04,33,004-013,DEMOCRAT,223,108,17,6,558
Anne Arundel,04,33,004-013,GREEN,4,0,0,0,6
Anne Arundel,04,33,004-013,LIBERTARIAN,4,1,0,0,12
Anne Arundel,04,33,004-013,OTHER PARTIES,1,0,2,0,6
Anne Arundel,04,33,004-013,REPUBLICAN,321,151,17,8,808
Anne Arundel,04,33,004-013,UNAFFILIATED,134,57,14,5,393
Anne Arundel,04,33,004-014,DEMOCRAT,261,160,31,5,647
Anne Arundel,04,33,004-014,GREEN,0,0,0,0,2
Anne Arundel,04,33,004-014,LIBERTARIAN,12,2,1,0,21
Anne Arundel,04,33,004-014,OTHER PARTIES,1,1,1,0,8
Anne Arundel,04,33,004-014,REPUBLICAN,365,147,26,5,826
Anne Arundel,04,33,004-014,UNAFFILIATED,147,56,17,2,437
Anne Arundel,04,33,004-015,DEMOCRAT,421,190,43,6,926
Anne Arundel,04,33,004-015,GREEN,0,1,1,1,6
Anne Arundel,04,33,004-015,LIBERTARIAN,14,1,0,0,24
Anne Arundel,04,33,004-015,OTHER PARTIES,3,1,1,0,7
Anne Arundel,04,33,004-015,REPUBLICAN,569,124,33,6,1109
Anne Arundel,04,33,004-015,UNAFFILIATED,252,64,20,4,621
Anne Arundel,03,21,004-016,DEMOCRAT,366,220,35,16,927
Anne Arundel,03,21,004-016,GREEN,0,2,0,0,3
Anne Arundel,03,21,004-016,LIBERTARIAN,8,0,0,1,16
Anne Arundel,03,21,004-016,OTHER PARTIES,4,1,2,0,8
Anne Arundel,03,21,004-016,REPUBLICAN,232,98,12,4,560
Anne Arundel,03,21,004-016,UNAFFILIATED,187,69,11,8,540
Anne Arundel,03,32,004-017,DEMOCRAT,477,83,25,10,1207
Anne Arundel,03,32,004-017,GREEN,1,1,0,0,8
Anne Arundel,03,32,004-017,LIBERTARIAN,6,4,0,0,23
Anne Arundel,03,32,004-017,OTHER PARTIES,4,0,0,0,14
Anne Arundel,03,32,004-017,REPUBLICAN,141,19,3,0,356
Anne Arundel,03,32,004-017,UNAFFILIATED,122,27,9,4,425
Anne Arundel,04,33,004-018,DEMOCRAT,330,304,56,10,1056
Anne Arundel,04,33,004-018,GREEN,1,1,0,0,3
Anne Arundel,04,33,004-018,LIBERTARIAN,5,3,0,0,12
Anne Arundel,04,33,004-018,OTHER PARTIES,1,1,0,0,7
Anne Arundel,04,33,004-018,REPUBLICAN,219,173,19,6,663
Anne Arundel,04,33,004-018,UNAFFILIATED,167,85,14,5,488
Anne Arundel,02,32,004-019,DEMOCRAT,485,338,29,15,1298
Anne Arundel,02,32,004-019,GREEN,0,0,0,0,2
Anne Arundel,02,32,004-019,LIBERTARIAN,3,2,0,0,12
Anne Arundel,02,32,004-019,OTHER PARTIES,1,0,0,0,5
Anne Arundel,02,32,004-019,REPUBLICAN,60,32,7,1,206
Anne Arundel,02,32,004-019,UNAFFILIATED,142,71,7,3,434
Anne Arundel,03,21,004-020,DEMOCRAT,335,292,59,14,951
Anne Arundel,03,21,004-020,GREEN,1,2,0,0,4
Anne Arundel,03,21,004-020,LIBERTARIAN,6,2,3,0,21
Anne Arundel,03,21,004-020,OTHER PARTIES,6,2,3,0,14
Anne Arundel,03,21,004-020,REPUBLICAN,246,145,17,8,609
Anne Arundel,03,21,004-020,UNAFFILIATED,155,77,17,3,442
Anne Arundel,04,33,004-021,DEMOCRAT,420,421,46,14,1265
